,Origin_airport,Destination_airport,Origin_city,Destination_city,Passengers,Seats,Flights,Distance,Fly_date,Origin_population,Destination_population,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long
987010,PBI,DTW,"West Palm Beach, FL","Detroit, MI",2050,2108,17,1087,2004-01-01,5362678,8996622,26.6832008361816,-80.0955963134766,42.2123985290527,-83.353401184082
987141,PVD,DTW,"Providence, RI","Detroit, MI",57,125,1,614,2004-03-01,1616874,8996622,41.7326011657715,-71.4204025268555,42.2123985290527,-83.353401184082
987193,PIT,DTW,"Pittsburgh, PA","Detroit, MI",275,625,5,201,2004-02-01,2387819,8996622,40.49150085,-80.23290253,42.2123985290527,-83.353401184082
987457,MQT,DTW,"Marquette, MI","Detroit, MI",2893,4114,121,349,2004-05-01,65063,8996622,46.3535995483,-87.395401001,42.2123985290527,-83.353401184082
987535,MKE,DTW,"Milwaukee, WI","Detroit, MI",0,0,1,238,2004-03-01,1533932,8996622,42.9472007751465,-87.896598815918,42.2123985290527,-83.353401184082
987593,BNA,DTW,"Nashville, TN","Detroit, MI",181,234,3,457,2004-06-01,1416452,8996622,36.1245002746582,-86.6781997680664,42.2123985290527,-83.353401184082
987627,BNA,DTW,"Nashville, TN","Detroit, MI",8886,11250,90,457,2004-10-01,1416452,8996622,36.1245002746582,-86.6781997680664,42.2123985290527,-83.353401184082
987954,STL,DTW,"St. Louis, MO","Detroit, MI",822,1326,17,440,2004-03-01,2759153,8996622,38.7486991882324,-90.370002746582,42.2123985290527,-83.353401184082
987957,GSO,DTW,"Greensboro, NC","Detroit, MI",75,78,1,460,2004-01-01,665024,8996622,36.0978012084961,-79.9373016357422,42.2123985290527,-83.353401184082
988422,BHM,DTW,"Birmingham, AL","Detroit, MI",56,110,1,625,2004-06-01,1081705,8996622,33.56290054,-86.75350189,42.2123985290527,-83.353401184082
988551,CVG,DTW,"Cincinnati, OH","Detroit, MI",0,0,17,229,2005-01-01,2102422,8988796,39.0488014221,-84.6678009033,42.2123985290527,-83.353401184082
988603,GSO,DTW,"Greensboro, NC","Detroit, MI",782,1264,26,460,2005-02-01,673638,8988796,36.0978012084961,-79.9373016357422,42.2123985290527,-83.353401184082
988758,CVG,DTW,"Cincinnati, OH","Detroit, MI",0,0,20,229,2005-05-01,2102422,8988796,39.0488014221,-84.6678009033,42.2123985290527,-83.353401184082
988852,DSM,DTW,"Des Moines, IA","Detroit, MI",2715,2996,61,534,2005-05-01,522760,8988796,41.5340003967285,-93.6631011962891,42.2123985290527,-83.353401184082
988984,BGM,DTW,"Binghamton, NY","Detroit, MI",721,1020,30,378,2005-09-01,246776,8988796,42.20869827,-75.97979736,42.2123985290527,-83.353401184082
989225,PVD,DTW,"Providence, RI","Detroit, MI",32,137,1,614,2005-03-01,1609677,8988796,41.7326011657715,-71.4204025268555,42.2123985290527,-83.353401184082
989241,PIT,DTW,"Pittsburgh, PA","Detroit, MI",2846,4100,82,201,2005-07-01,2372328,8988796,40.49150085,-80.23290253,42.2123985290527,-83.353401184082
989331,BNA,DTW,"Nashville, TN","Detroit, MI",1503,1980,18,457,2005-04-01,1450538,8988796,36.1245002746582,-86.6781997680664,42.2123985290527,-83.353401184082
989347,ROC,DTW,"Rochester, NY","Detroit, MI",2471,4209,61,296,2005-05-01,1033470,8988796,43.1189002990723,-77.6724014282227,42.2123985290527,-83.353401184082
989441,ROC,DTW,"Rochester, NY","Detroit, MI",19,34,1,296,2005-11-01,1033470,8988796,43.1189002990723,-77.6724014282227,42.2123985290527,-83.353401184082
989590,LAS,DTW,"Las Vegas, NV","Detroit, MI",220,224,1,1750,2005-07-01,1708846,8988796,36.08010101,-115.1520004,42.2123985290527,-83.353401184082
989765,SNA,DTW,"Santa Ana, CA","Detroit, MI",3308,3720,30,1960,2005-12-01,12761175,8988796,33.67570114,-117.8679962,42.2123985290527,-83.353401184082
989824,LGA,DTW,"New York, NY","Detroit, MI",2483,3330,90,501,2005-03-01,37596228,8988796,40.77719879,-73.87259674,42.2123985290527,-83.353401184082
990246,LGA,DTW,"New York, NY","Detroit, MI",197,200,2,501,2005-05-01,37596228,8988796,40.77719879,-73.87259674,42.2123985290527,-83.353401184082
990330,CLE,DTW,"Cleveland, OH","Detroit, MI",134,142,1,95,2005-06-01,2118249,8988796,41.4117012024,-81.8498001099,42.2123985290527,-83.353401184082
990363,CLT,DTW,"Charlotte, NC","Detroit, MI",1865,2646,21,500,2005-11-01,1519448,8988796,35.2140007019043,-80.9430999755859,42.2123985290527,-83.353401184082
990529,CLT,DTW,"Charlotte, NC","Detroit, MI",456,660,6,500,2005-04-01,1519448,8988796,35.2140007019043,-80.9430999755859,42.2123985290527,-83.353401184082
991366,MBS,DTW,"Saginaw, MI","Detroit, MI",1656,2274,48,98,2005-09-01,206426,8988796,43.532901763916,-84.0795974731445,42.2123985290527,-83.353401184082
991374,ROA,DTW,"Roanoke, VA","Detroit, MI",928,1428,42,382,2005-08-01,292054,8988796,37.3255004883,-79.975402832,42.2123985290527,-83.353401184082
991484,ICT,DTW,"Wichita, KS","Detroit, MI",1040,2448,54,811,2005-02-01,583759,8988796,37.6498985290527,-97.4330978393555,42.2123985290527,-83.353401184082
991705,BDL,DTW,"Hartford, CT","Detroit, MI",3494,7316,59,548,2005-01-01,1178556,8988796,41.9388999939,-72.6831970215,42.2123985290527,-83.353401184082
992575,FLL,DTW,"Fort Lauderdale, FL","Detroit, MI",4314,5365,29,1127,2005-08-01,5443159,8988796,26.0725994110107,-80.152702331543,42.2123985290527,-83.353401184082
992584,SLC,DTW,"Salt Lake City, UT","Detroit, MI",2723,3596,29,1481,2005-11-01,1044845,8988796,40.7883987426758,-111.977996826172,42.2123985290527,-83.353401184082
992709,MYR,DTW,"Myrtle Beach, SC","Detroit, MI",1597,2250,15,636,2005-10-01,228708,8988796,33.6796989441,-78.9282989502,42.2123985290527,-83.353401184082
992909,PHL,DTW,"Philadelphia, PA","Detroit, MI",1829,2664,18,453,2005-06-01,11701242,8988796,39.871898651123,-75.241096496582,42.2123985290527,-83.353401184082
993156,IAD,DTW,"Washington, DC","Detroit, MI",127,148,1,383,2005-02-01,10458534,8988796,38.94449997,-77.45580292,42.2123985290527,-83.353401184082
993268,LIT,YIP,"Little Rock, AR","Detroit, MI",0,0,1,700,2005-12-01,645679,8988796,34.7294006348,-92.2242965698,42.23789978,-83.53040314
993271,SBN,DTW,"South Bend, IN","Detroit, MI",0,0,3,157,2005-02-01,315730,8988796,41.7086982727051,-86.3172988891602,42.2123985290527,-83.353401184082
993320,DCA,DTW,"Washington, DC","Detroit, MI",6370,9176,74,405,2005-11-01,10458534,8988796,38.8521,-77.037697,42.2123985290527,-83.353401184082
993755,MSP,DTW,"Minneapolis, MN","Detroit, MI",3458,5704,46,528,2005-02-01,3132772,8988796,44.8819999695,-93.2218017578,42.2123985290527,-83.353401184082
993832,IND,DTW,"Indianapolis, IN","Detroit, MI",3176,4625,37,231,2005-12-01,1645027,8988796,39.7173,-86.294403,42.2123985290527,-83.353401184082
993915,IND,DTW,"Indianapolis, IN","Detroit, MI",5254,6500,52,231,2005-06-01,1645027,8988796,39.7173,-86.294403,42.2123985290527,-83.353401184082
993937,IND,DTW,"Indianapolis, IN","Detroit, MI",3489,4700,47,231,2005-05-01,1645027,8988796,39.7173,-86.294403,42.2123985290527,-83.353401184082
994121,PUB,YIP,"Pueblo, CO","Detroit, MI",9,9,1,1138,2005-07-01,149677,8988796,38.2891006469727,-104.497001647949,42.23789978,-83.53040314
994227,EWR,DTW,"Newark, NJ","Detroit, MI",6203,8900,89,487,2005-07-01,18798114,8988796,40.6925010681152,-74.168701171875,42.2123985290527,-83.353401184082
994240,CWA,DTW,"Wausau, WI","Detroit, MI",1619,2074,61,363,2005-03-01,127532,8988796,44.7775993347,-89.6668014526,42.2123985290527,-83.353401184082
994316,FNT,DTW,"Flint, MI","Detroit, MI",1503,2346,34,56,2005-04-01,439216,8988796,42.9654006958008,-83.7435989379883,42.2123985290527,-83.353401184082
994636,ALB,DTW,"Albany, NY","Detroit, MI",175,250,2,488,2005-11-01,846357,8988796,42.7482986450195,-73.8016967773438,42.2123985290527,-83.353401184082
994722,FNT,DTW,"Flint, MI","Detroit, MI",2269,4712,38,56,2005-06-01,439216,8988796,42.9654006958008,-83.7435989379883,42.2123985290527,-83.353401184082
995209,DFW,DTW,"Dallas, TX","Detroit, MI",7068,9796,79,987,2006-03-01,11998822,8969084,32.896800994873,-97.0380020141602,42.2123985290527,-83.353401184082
995233,DAY,DTW,"Dayton, OH","Detroit, MI",2323,4010,85,166,2006-01-01,841558,8969084,39.902400970459,-84.2193984985352,42.2123985290527,-83.353401184082
995266,LRD,YIP,"Laredo, TX","Detroit, MI",0,0,1,1353,2006-09-01,225985,8969084,27.5438003540039,-99.4616012573242,42.23789978,-83.53040314
995550,EWR,DTW,"Newark, NJ","Detroit, MI",0,0,18,487,2006-06-01,18825633,8969084,40.6925010681152,-74.168701171875,42.2123985290527,-83.353401184082
995552,EWR,DTW,"Newark, NJ","Detroit, MI",3263,5952,48,487,2006-02-01,18825633,8969084,40.6925010681152,-74.168701171875,42.2123985290527,-83.353401184082
995602,ERI,DTW,"Erie, PA","Detroit, MI",69,70,1,163,2006-05-01,279929,8969084,42.0831270134,-80.1738667488,42.2123985290527,-83.353401184082
995880,BGR,DTW,"Bangor, ME","Detroit, MI",2401,2826,60,750,2006-03-01,148197,8969084,44.8073997497559,-68.8281021118164,42.2123985290527,-83.353401184082
996205,MEM,DTW,"Memphis, TN","Detroit, MI",0,0,13,610,2006-08-01,1280666,8969084,35.0424003601074,-89.9766998291016,42.2123985290527,-83.353401184082
996380,MEM,DTW,"Memphis, TN","Detroit, MI",4032,4736,32,610,2006-07-01,1280666,8969084,35.0424003601074,-89.9766998291016,42.2123985290527,-83.353401184082
996530,LAN,DTW,"Lansing, MI","Detroit, MI",4983,7600,76,74,2006-02-01,455947,8969084,42.7787017822266,-84.58740234375,42.2123985290527,-83.353401184082
996711,SEA,DTW,"Seattle, WA","Detroit, MI",83,137,1,1927,2006-03-01,6519890,8969084,47.4490013122559,-122.30899810791,42.2123985290527,-83.353401184082
996835,PHX,DTW,"Phoenix, AZ","Detroit, MI",11545,15300,102,1671,2006-02-01,4046571,8969084,33.4342994689941,-112.012001037598,42.2123985290527,-83.353401184082
996837,CAE,DTW,"Columbia, SC","Detroit, MI",1986,2724,60,583,2006-01-01,705320,8969084,33.9388008117676,-81.119499206543,42.2123985290527,-83.353401184082
997049,ROC,DTW,"Rochester, NY","Detroit, MI",1208,1394,31,296,2006-03-01,1031458,8969084,43.1189002990723,-77.6724014282227,42.2123985290527,-83.353401184082
997164,LAS,DTW,"Las Vegas, NV","Detroit, MI",3423,3844,31,1750,2006-07-01,1778129,8969084,36.08010101,-115.1520004,42.2123985290527,-83.353401184082
997215,LEX,DTW,"Lexington, KY","Detroit, MI",595,1932,28,296,2006-01-01,448413,8969084,38.0364990234375,-84.6059036254883,42.2123985290527,-83.353401184082
997415,BGM,DTW,"Binghamton, NY","Detroit, MI",2095,2900,58,378,2006-10-01,246163,8969084,42.20869827,-75.97979736,42.2123985290527,-83.353401184082
997691,EVV,DTW,"Evansville, IN","Detroit, MI",2944,4726,104,364,2006-02-01,348728,8969084,38.0369987488,-87.5324020386,42.2123985290527,-83.353401184082
997821,BHM,DTW,"Birmingham, AL","Detroit, MI",1815,2700,27,625,2006-02-01,1103572,8969084,33.56290054,-86.75350189,42.2123985290527,-83.353401184082
998049,GRB,DTW,"Green Bay, WI","Detroit, MI",6915,8400,84,288,2006-03-01,298302,8969084,44.4850997924805,-88.1296005249023,42.2123985290527,-83.353401184082
998067,GRB,DTW,"Green Bay, WI","Detroit, MI",1619,1932,28,288,2006-04-01,298302,8969084,44.4850997924805,-88.1296005249023,42.2123985290527,-83.353401184082
998234,ABE,DTW,"Allentown, PA","Detroit, MI",2838,4118,88,424,2006-06-01,796488,8969084,40.652099609375,-75.440803527832,42.2123985290527,-83.353401184082
998251,RIC,DTW,"Richmond, VA","Detroit, MI",108,110,1,456,2006-11-01,1195634,8969084,37.505199432373,-77.3197021484375,42.2123985290527,-83.353401184082
998274,SAV,DTW,"Savannah, GA","Detroit, MI",81,100,1,706,2006-06-01,321356,8969084,32.12760162,-81.20210266,42.2123985290527,-83.353401184082
998284,LGA,DTW,"New York, NY","Detroit, MI",37,50,1,501,2006-02-01,37651266,8969084,40.77719879,-73.87259674,42.2123985290527,-83.353401184082
998350,PWM,DTW,"Portland, ME","Detroit, MI",1113,1344,27,668,2006-12-01,512073,8969084,43.64619827,-70.30930328,42.2123985290527,-83.353401184082
998374,JFK,DTW,"New York, NY","Detroit, MI",80,150,3,508,2006-08-01,37651266,8969084,40.63980103,-73.77890015,42.2123985290527,-83.353401184082
998379,LGA,DTW,"New York, NY","Detroit, MI",49,155,1,501,2006-10-01,37651266,8969084,40.77719879,-73.87259674,42.2123985290527,-83.353401184082
998504,BWI,YIP,"Baltimore, MD","Detroit, MI",0,0,1,417,2006-08-01,2662048,8969084,39.17539978,-76.66829681,42.23789978,-83.53040314
998993,GRR,DTW,"Grand Rapids, MI","Detroit, MI",6573,9250,74,120,2006-01-01,770744,8969084,42.88079834,-85.52279663,42.2123985290527,-83.353401184082
999533,LAX,DTW,"Los Angeles, CA","Detroit, MI",5221,5952,48,1979,2006-02-01,25427320,8969084,33.94250107,-118.4079971,42.2123985290527,-83.353401184082
999617,MSP,DTW,"Minneapolis, MN","Detroit, MI",40,56,1,528,2006-11-01,3167666,8969084,44.8819999695,-93.2218017578,42.2123985290527,-83.353401184082
999827,BUF,DTW,"Buffalo, NY","Detroit, MI",2232,2700,27,240,2006-04-01,1130913,8969084,42.94049835,-78.73220062,42.2123985290527,-83.353401184082
1000361,ORD,DTW,"Chicago, IL","Detroit, MI",44,44,1,235,2006-01-01,18797710,8969084,41.97859955,-87.90480042,42.2123985290527,-83.353401184082
1000394,IAH,DTW,"Houston, TX","Detroit, MI",4504,5580,45,1076,2006-01-01,5484883,8969084,29.9843997955322,-95.3414001464844,42.2123985290527,-83.353401184082
1000434,IAH,DTW,"Houston, TX","Detroit, MI",10296,12145,79,1076,2006-04-01,5484883,8969084,29.9843997955322,-95.3414001464844,42.2123985290527,-83.353401184082
1000494,PHL,DTW,"Philadelphia, PA","Detroit, MI",0,0,10,453,2006-06-01,11761824,8969084,39.871898651123,-75.241096496582,42.2123985290527,-83.353401184082
1000568,JAX,DTW,"Jacksonville, FL","Detroit, MI",5527,7192,58,814,2006-08-01,1279132,8969084,30.4941005706787,-81.6878967285156,42.2123985290527,-83.353401184082
1000577,JAX,DTW,"Jacksonville, FL","Detroit, MI",526,660,6,814,2006-02-01,1279132,8969084,30.4941005706787,-81.6878967285156,42.2123985290527,-83.353401184082
1000626,TVC,DTW,"Traverse City, MI","Detroit, MI",6963,8900,89,207,2006-08-01,141103,8969084,44.7414016723633,-85.5821990966797,42.2123985290527,-83.353401184082
1000928,PBI,DTW,"West Palm Beach, FL","Detroit, MI",3226,4650,31,1087,2006-01-01,5466743,8969084,26.6832008361816,-80.0955963134766,42.2123985290527,-83.353401184082
1000936,SLC,DTW,"Salt Lake City, UT","Detroit, MI",111,142,1,1481,2006-12-01,1072748,8969084,40.7883987426758,-111.977996826172,42.2123985290527,-83.353401184082
1001047,PBI,DTW,"West Palm Beach, FL","Detroit, MI",3483,4032,28,1087,2007-02-01,5465183,8913164,26.6832008361816,-80.0955963134766,42.2123985290527,-83.353401184082
1001258,SFO,DTW,"San Francisco, CA","Detroit, MI",631,672,3,2079,2007-11-01,8404372,8913164,37.6189994812012,-122.375,42.2123985290527,-83.353401184082
1001366,PHL,DTW,"Philadelphia, PA","Detroit, MI",2871,3180,44,453,2007-06-01,11825356,8913164,39.871898651123,-75.241096496582,42.2123985290527,-83.353401184082
1001785,MKE,YIP,"Milwaukee, WI","Detroit, MI",0,50,1,228,2007-02-01,1544818,8913164,42.9472007751465,-87.896598815918,42.23789978,-83.53040314
1001956,LEX,YIP,"Lexington, KY","Detroit, MI",0,0,1,295,2007-02-01,455492,8913164,38.0364990234375,-84.6059036254883,42.23789978,-83.53040314
1002369,MHT,DTW,"Manchester, NH","Detroit, MI",2036,2300,23,609,2007-08-01,402731,8913164,42.9325981140137,-71.4356994628906,42.2123985290527,-83.353401184082
1002423,HSV,DTW,"Huntsville, AL","Detroit, MI",2086,2750,55,554,2007-09-01,387705,8913164,34.637199401855,-86.775100708008,42.2123985290527,-83.353401184082
1002545,CVG,DTW,"Cincinnati, OH","Detroit, MI",114,200,4,229,2007-11-01,2148315,8913164,39.0488014221,-84.6678009033,42.2123985290527,-83.353401184082
1002560,CVG,DTW,"Cincinnati, OH","Detroit, MI",1166,1500,30,229,2007-06-01,2148315,8913164,39.0488014221,-84.6678009033,42.2123985290527,-83.353401184082
1002689,ALB,DTW,"Albany, NY","Detroit, MI",3099,3500,35,488,2007-03-01,852019,8913164,42.7482986450195,-73.8016967773438,42.2123985290527,-83.353401184082
1002830,CAK,DTW,"Akron, OH","Detroit, MI",2074,3100,62,133,2007-11-01,700559,8913164,40.9160995483398,-81.4421997070312,42.2123985290527,-83.353401184082
1002893,MIA,DTW,"Miami, FL","Detroit, MI",3511,4440,30,1145,2007-11-01,10930366,8913164,25.7931995391846,-80.2906036376953,42.2123985290527,-83.353401184082
1003038,OMA,DTW,"Omaha, NE","Detroit, MI",4120,4400,88,651,2007-08-01,829183,8913164,41.3031997680664,-95.8940963745117,42.2123985290527,-83.353401184082
1003165,DAY,DTW,"Dayton, OH","Detroit, MI",2408,3558,72,166,2007-02-01,839563,8913164,39.902400970459,-84.2193984985352,42.2123985290527,-83.353401184082
1003342,DLH,DTW,"Duluth, MN","Detroit, MI",2099,2864,58,541,2007-04-01,273889,8913164,46.8420982361,-92.1936035156,42.2123985290527,-83.353401184082
1003431,EWR,DTW,"Newark, NJ","Detroit, MI",4319,6800,136,487,2007-10-01,18901167,8913164,40.6925010681152,-74.168701171875,42.2123985290527,-83.353401184082
1003583,TOL,DTW,"Toledo, OH","Detroit, MI",2622,5100,150,49,2007-08-01,675351,8913164,41.58679962,-83.80780029,42.2123985290527,-83.353401184082
1003785,SEA,DTW,"Seattle, WA","Detroit, MI",11102,11424,51,1927,2007-08-01,6614720,8913164,47.4490013122559,-122.30899810791,42.2123985290527,-83.353401184082
1004207,MEM,DTW,"Memphis, TN","Detroit, MI",0,0,2,610,2007-06-01,1290610,8913164,35.0424003601074,-89.9766998291016,42.2123985290527,-83.353401184082
1004469,JAN,DTW,"Jackson, MS","Detroit, MI",2695,3050,61,777,2007-05-01,533801,8913164,32.3111991882,-90.0758972168,42.2123985290527,-83.353401184082
1004477,MEM,DTW,"Memphis, TN","Detroit, MI",1178,1500,12,610,2007-05-01,1290610,8913164,35.0424003601074,-89.9766998291016,42.2123985290527,-83.353401184082
1004635,IAH,DTW,"Houston, TX","Detroit, MI",11541,13144,106,1076,2007-08-01,5597674,8913164,29.9843997955322,-95.3414001464844,42.2123985290527,-83.353401184082
1004679,IAH,DTW,"Houston, TX","Detroit, MI",10286,14632,118,1076,2007-01-01,5597674,8913164,29.9843997955322,-95.3414001464844,42.2123985290527,-83.353401184082
1005036,ELP,YIP,"El Paso, TX","Detroit, MI",0,0,3,1447,2007-05-01,727828,8913164,31.80719948,-106.3779984,42.23789978,-83.53040314
1005079,ORD,DTW,"Chicago, IL","Detroit, MI",1156,1612,13,235,2007-08-01,18903872,8913164,41.97859955,-87.90480042,42.2123985290527,-83.353401184082
1005096,ORD,DTW,"Chicago, IL","Detroit, MI",6083,8436,57,235,2007-10-01,18903872,8913164,41.97859955,-87.90480042,42.2123985290527,-83.353401184082
1005103,ELP,YIP,"El Paso, TX","Detroit, MI",0,0,1,1447,2007-09-01,727828,8913164,31.80719948,-106.3779984,42.23789978,-83.53040314
1005780,TYS,YIP,"Knoxville, TN","Detroit, MI",0,0,1,444,2007-08-01,682143,8913164,35.81100082,-83.9940033,42.23789978,-83.53040314
1006104,RFD,DTW,"Rockford, IL","Detroit, MI",0,0,1,295,2007-03-01,350765,8913164,42.1954002380371,-89.0971984863281,42.2123985290527,-83.353401184082
1006224,SYR,YIP,"Syracuse, NY","Detroit, MI",0,0,1,383,2007-03-01,644437,8913164,43.111198425293,-76.1063003540039,42.23789978,-83.53040314
1006254,JFK,DTW,"New York, NY","Detroit, MI",274,625,5,508,2007-01-01,37802334,8913164,40.63980103,-73.77890015,42.2123985290527,-83.353401184082
1006329,MSP,DTW,"Minneapolis, MN","Detroit, MI",9137,13250,106,528,2007-05-01,3204196,8913164,44.8819999695,-93.2218017578,42.2123985290527,-83.353401184082
1006348,SGF,DTW,"Springfield, MO","Detroit, MI",911,1500,30,635,2007-10-01,419981,8913164,37.24570084,-93.38860321,42.2123985290527,-83.353401184082
1006515,MSP,DTW,"Minneapolis, MN","Detroit, MI",557,660,6,528,2007-09-01,3204196,8913164,44.8819999695,-93.2218017578,42.2123985290527,-83.353401184082
1006544,LAX,DTW,"Los Angeles, CA","Detroit, MI",14795,16038,88,1979,2007-06-01,25385206,8913164,33.94250107,-118.4079971,42.2123985290527,-83.353401184082
1006751,IND,DTW,"Indianapolis, IN","Detroit, MI",0,0,38,231,2007-02-01,1697656,8913164,39.7173,-86.294403,42.2123985290527,-83.353401184082
1007236,IAD,DTW,"Washington, DC","Detroit, MI",2514,3000,30,383,2007-04-01,10626066,8913164,38.94449997,-77.45580292,42.2123985290527,-83.353401184082
1007733,LAX,DTW,"Los Angeles, CA","Detroit, MI",12039,12414,68,1979,2008-08-01,25536790,8847562,33.94250107,-118.4079971,42.2123985290527,-83.353401184082
1007876,MSY,DTW,"New Orleans, LA","Detroit, MI",136,262,1,926,2008-12-01,1168547,8847562,29.9934005737305,-90.2580032348633,42.2123985290527,-83.353401184082
